type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name
PHARMACY,DUANE READE,,"C/O PHARMACY 380 W. SUNRISE HIGHWAY PATCHOGUE, NY 11772-0000",24319,3/30/99,1/1/05,1/31/07,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 761 BROADWAY NEW YORK, NY 10003-0000",24390,6/11/99,1/1/17,6/28/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 852 2ND. AVE. NEW YORK, NY 10017-0000",24403,6/16/99,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 399 E. 72ND STREET NEW YORK, NY 10021-0000",24404,6/16/99,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 976-980 AMSTERDAM AVE NEW YORK, NY 10025-0000",24405,6/16/99,1/1/17,2/21/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2864 BROADWAY NEW YORK, NY 10025-0000",24418,7/2/99,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,DUANE READE #234,"C/O PHARMACY 2520 FLATBUSH AVE. BROOKLYN, NY 11234-0000",24450,7/27/99,1/1/05,3/28/05,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 107-16 CONTINENTAL AVENUE FOREST HILLS, NY 11375-0000",24467,8/30/99,1/1/20,6/11/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1498 YORK AVE. NEW YORK, NY 10075-0703",24472,9/2/99,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1187 1ST AVE. NEW YORK, NY 10065-7106",24520,10/12/99,1/1/17,7/22/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2589 BROADWAY NEW YORK, NY 10025-0000",24521,10/12/99,1/1/11,5/4/11,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1524 2ND. AVE. NEW YORK, NY 10075-0503",24534,10/26/99,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 721 9TH AVE. NEW YORK, NY 10019-0000",24536,10/27/99,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 257-09 UNION TURNPIKE GLEN OAKS, NY 11004-0000",24595,12/10/99,1/1/17,7/15/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1480 FOREST AVENUE STATEN ISLAND, NY 10302-0000",24607,12/23/99,1/1/08,7/28/10,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1082 2ND AVE. NEW YORK, NY 10022-0000",24626,1/28/00,1/1/14,7/7/15,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #243,"C/O PHARMACY 931 LEXINGTON AVE. NEW YORK, NY 10021-0000",24642,2/14/00,1/1/05,2/16/06,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1598 UNION TURNPIKE NEW HYDE PARK, NY 11040-0000",24650,3/6/00,1/1/20,3/5/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 401 EAST 86TH ST. NEW YORK, NY 10028-0000",24652,2/29/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 135 EAST 125TH ST. NEW YORK, NY 10035-0000",24703,4/18/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 4 WEST 4TH ST. NEW YORK, NY 10012-0000",24717,5/2/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 773 LEXINGTON AVE. NEW YORK, NY 10065-8531",24722,5/10/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 160-04 JAMAICA AVE. JAMAICA, NY 11432-0000",24739,6/13/00,1/1/14,3/19/15,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #248,"C/O PHARMACY 2181 BROADWAY NEW YORK, NY 10024-0000",24748,6/21/00,Not on file,4/2/03,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #253,"C/O PHARMACY 48-50 WEST 14TH ST. NEW YORK, NY 10011-0000",24750,6/22/00,1/1/05,2/22/05,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 37-15 82ND. ST. JACKSON HEIGHTS, NY 11372-0000",24773,7/21/00,1/1/08,2/22/08,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 130 WILLIAM ST. NEW YORK, NY 10038-0000",24793,8/7/00,1/1/14,12/5/14,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"2 PENN PLAZA NEW YORK, NY 10121-0101",24803,8/23/00,1/1/20,12/31/22,,50579,,,
PHARMACY,DUANE READE,DUANE READE #262,"C/O PHARMACY 936 3RD. AVE. NEW YORK, NY 10022-0000",24809,8/24/00,Not on file,3/6/03,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 249-46 HORACE HARDING EXY DOUGLASTON, NY 11362-0000",24823,9/8/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 630 3RD AVENUE NEW YORK, NY 10017-0000",24824,9/8/00,1/1/17,6/27/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 77 7TH AVENUE NEW YORK, NY 10011-0000",24825,9/8/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 125-133 THIRD AVE. NEW YORK, NY 10003-2543",24842,9/27/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2428 BELL BLVD. BAYSIDE, NY 11360-0000",24864,10/30/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 133-141 DYCKMAN STREET NEW YORK, NY 10040-0000",24880,10/19/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 84-32 JAMAICA AVE. WOODHAVEN, NY 11421-0000",24900,11/13/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1338 BROADWAY #1340 HEWLETT, NY 11557-0000",24909,12/18/00,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 875 MCLEAN AVE. YONKERS, NY 10704-0000",24921,12/26/00,1/1/08,8/5/10,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #275,"C/O PHARMACY 2641 EAST TREMONT AVE. BRONX, NY 10461-0000",24922,12/27/00,1/1/05,7/27/07,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1149 MERRICK AVE.#1171 NORTH MERRICK, NY 11566-1034",24931,1/4/01,1/1/20,3/11/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #272,"C/O PHARMACY 987 EIGHTH AVE. NEW YORK, NY 10019-0000",24936,1/11/01,Not on file,6/21/01,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 777 AVENUE OF THE AMERICAS FRNT 2 NEW YORK, NY 10001-6318",24939,1/12/01,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1517 CORTELYOU ROAD BROOKLYN, NY 11226-0000",24942,1/17/01,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1-15 NORTH CENTRAL AVE. HARTSDALE, NY 10530-0000",24944,1/19/01,1/1/14,7/29/15,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #279,"C/O PHARMACY 3283 RICHMOND AVE. STATEN ISLAND, NY 10314-2123",24976,2/14/01,1/1/05,7/27/07,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 253 WEST 72ND. ST. NEW YORK, NY 10023-0000",24979,2/14/01,1/1/14,9/28/16,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1270 BROADWAY NEW YORK, NY 10001-3211",24980,2/14/01,1/1/20,5/28/21,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 230-01 MERRICK BLVD. LAURELTON, NY 11413-0000",25018,3/27/01,1/1/17,2/21/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 630 FOREST AVE. STATEN ISLAND, NY 10310-0000",25023,7/2/01,1/1/20,3/3/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1221 AVENUE OF THE AMERICAS NEW YORK, NY 10020-0000",25029,4/10/01,1/1/08,4/22/08,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1889 BROADWAY NEW YORK, NY 10023-0000",25030,4/10/01,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1795 VICTORY BLVD. STATEN ISLAND, NY 10314-0000",25033,4/13/01,1/1/08,6/2/08,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 901 CARMANS ROAD MASSAPEQUA, NY 11758-0000",25036,4/16/01,1/1/14,5/29/14,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1833 NOSTRAND AVE. BROOKLYN, NY 11226-0000",25045,5/16/01,1/1/14,4/26/16,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #287,"C/O PHARMACY 666 LEXINGTON AVE. NEW YORK, NY 10022-0000",25063,7/3/01,1/1/05,12/5/06,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 105 BRIGHTON BEACH AVE. BROOKLYN, NY 11235-0000",25077,7/23/01,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,DUANE READE #290,"C/O PHARMACY 60 MADISON AVE. NEW YORK, NY 10010-0000",25097,2/12/02,1/1/05,11/22/06,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 50 BOWERY NEW YORK, NY 10013-0000",25098,8/2/01,1/1/11,8/17/12,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1251 AVE. OF THE AMERICAS NEW YORK, NY 10020-0000",25114,10/10/01,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1091 LEXINGTON AVE. NEW YORK, NY 10075-1804",25115,9/21/01,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 140 WEST 23RD. ST. NEW YORK, NY 10011-0000",25120,9/24/01,1/1/11,8/30/13,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2141 NOSTRAND AVE. BROOKLYN, NY 11210-0000",25134,10/10/01,1/1/17,7/10/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 280 BROADWAY NEW YORK, NY 10007-0000",25138,4/29/02,1/1/14,3/26/15,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 518-520 KINGS HIGHWAY BROOKLYN, NY 11223-0000",25172,11/16/01,1/1/17,2/21/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 16 COURT STREET BROOKLYN, NY 11241-0000",25176,1/10/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1010 ROSSVILLE AVE. STATEN ISLAND, NY 10309-0000",25177,1/10/02,1/1/14,12/15/16,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #299,"C/O PHARMACY 57 EAST ROUTE 59 NANUET, NY 10954-0000",25178,11/8/01,1/1/05,2/28/05,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 4 TIMES SQUARE NEW YORK, NY 10036-0000",25179,12/14/01,1/1/14,3/6/14,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1750-1780 E.GUN HILL ROAD BRONX, NY 10469-0000",25218,2/6/02,1/1/08,7/20/10,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 230 PARK AVE. NEW YORK, NY 10169-0000",25246,2/15/02,1/1/17,5/10/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1 REMSEN AVE. BROOKLYN, NY 11212-1536",25247,1/28/02,1/1/17,7/9/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1-13 EAST KINGSBRIDGE RD. BRONX, NY 10468-0000",25276,3/11/02,1/1/20,3/3/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 873 BROADWAY NEW YORK, NY 10003-1231",25288,3/22/02,1/1/20,3/9/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 6717-6735 4TH AVE. BROOKLYN, NY 11220-0000",25299,4/8/02,1/1/05,7/27/07,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 250 BEDFORD AVE. BROOKLYN, NY 11249-4014",25308,5/10/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 54-11 MYRTLE AVE. RIDGEWOOD, NY 11385-0000",25309,5/10/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 300 EAST 39TH ST. NEW YORK, NY 10016-0000",25327,5/9/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 180 WEST 20TH ST. NEW YORK, NY 10011-0000",25328,5/9/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 775 COLUMBUS AVE. NEW YORK, NY 10025-0000",25336,6/10/02,1/1/17,10/14/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1675 THIRD AVE. NEW YORK, NY 10128-0000",25376,6/25/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 115-02 LIBERTY AVE. RICHMOND HILL, NY 11419-0000",25390,7/2/02,1/1/14,6/30/15,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 17 BATTERY PL. SOUTH NEW YORK, NY 10004-1102",25394,7/3/02,1/1/14,5/3/16,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1320 STONY BROOK RD. STONY BROOK, NY 11790-0000",25395,10/10/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 425 MAIN ST. ROOSEVELT ISLAND, NY 10044-0079",25412,8/5/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 80-02 KEW GARDENS RD. KEW GARDENS, NY 11415-3600",25456,9/20/02,1/1/17,12/14/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 4 COLUMBUS CIRCLE NEW YORK, NY 10019-1100",25457,11/21/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,DUANE READE #2332,"C/0 PHARMACY 51-02 NORTHERN BLVD. WOODSIDE, NY 11377-0000",25474,9/23/02,1/1/05,7/27/07,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1370 AVENUE OF THE AMERICAS FRNT 1 NEW YORK, NY 10019-4614",25482,11/26/02,1/1/20,6/5/20,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2856-2860 STEINWAY ST. ASTORIA, NY 11103-0000",25488,11/20/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1915 THIRD AVE. NEW YORK, NY 10029-4605",25540,11/12/02,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 125 EAST 86TH ST. NEW YORK, NY 10028-1008",25553,11/22/02,1/1/17,2/28/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #342,"C/O PHARMACY 1805 AVENUE U BROOKLYN, NY 11229-3903",25570,12/10/02,1/1/05,2/10/05,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 750 NEW YORK AVE. BROOKLYN, NY 11203-2028",25596,1/17/03,1/1/20,3/4/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,DUANE READE #345,"C/O PHARMACY 460 8TH AVE. NEW YORK, NY 10001-1802",25671,2/28/03,1/1/02,3/18/03,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 3155 AMBOY RD. STATEN ISLAND, NY 10306-2799",25830,3/28/03,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 296 FLATBUSH AVE. BROOKLYN, NY 11217-2812",25836,3/31/03,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 161-21 JAMAICA AVE. JAMAICA, NY 11432-6113",25948,4/25/03,1/1/05,12/15/06,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 194 EAST 2ND. ST. NEW YORK, NY 10009-7717",25949,4/25/03,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2145 HYLAN BLVD. STATEN ISLAND, NY 10306-3431",25986,5/6/03,1/1/11,10/30/12,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 111 WORTH ST. STE 1 NEW YORK, NY 10013-4037",25994,5/16/03,1/1/17,9/13/18,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1591 WESTCHESTER AVE. BRONX, NY 10472-2918",26026,5/22/03,1/1/11,6/27/11,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1749-53 FIRST AVENUE NEW YORK, NY 10128-5202",26097,7/1/03,1/1/17,10/14/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 320 W. 145TH ST. NEW YORK, NY 10039-0000",26229,8/21/03,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,DUANE READE #341,"C/O PHARMACY 343 ROCKAWAY TURNPIKE LAWRENCE, NY 11559-1041",26259,9/3/03,1/1/05,3/30/06,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 491 BELLMORE AVE. EAST MEADOW, NY 11554-4706",26287,9/16/03,1/1/05,3/3/06,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 103-09 LIBERTY AVE. OZONE PARK, NY 11417-1728",26303,9/23/03,1/1/17,4/8/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2107 RICHMOND RD. STATEN ISLAND, NY 10306-2574",26473,12/24/03,1/1/17,11/5/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2148 BROADWAY NEW YORK, NY 10023-0000",26592,3/22/04,1/1/17,2/28/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1052 1ST AVE. NEW YORK, NY 10022-0000",26593,3/11/04,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"BASEMENT 24 EAST 14TH ST. NEW YORK, NY 10003-0000",26614,9/7/04,1/1/11,2/28/11,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 333 EAST 102ND STREET NEW YORK, NY 10029-5602",26645,4/13/04,1/1/17,12/14/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,MAYFAIR CHEMISTS,"C/O PHARMACY 21 SEVENTH AVE. NEW YORK, NY 10011-0000",26646,4/23/04,1/1/05,2/8/06,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2409 BROADWAY NEW YORK, NY 10024-1711",26680,5/6/04,1/1/20,6/2/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 5423 SECOND AVENUE BROOKLYN, NY 11220-2605",26711,5/6/04,1/1/17,6/27/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 931 FIRST AVE. NEW YORK, NY 10022-8031",26749,6/10/04,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1479 THIRD AVE. NEW YORK, NY 10028-1948",26803,6/29/04,1/1/17,5/2/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1650 GRAND CONCOURSE BRONX, NY 10457-7606",26823,7/13/04,1/1/14,10/14/14,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 636 BROADWAY NEW YORK, NY 10012-2607",26862,8/13/04,1/1/17,6/27/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 247 HERKIMER ST. BROOKLYN, NY 11216-2677",26914,9/14/04,1/1/14,5/29/14,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1327 YORK AVENUE NEW YORK, NY 10021-5304",26935,10/12/04,1/1/17,11/30/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 900 8TH AVE. NEW YORK, NY 10019-6498",26950,9/24/04,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 4714 16TH AVE SUITE 100 BROOKLYN, NY 11204-1197",26957,10/15/04,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 245 1ST AVE. NEW YORK, NY 10003-2926",26961,10/15/04,1/1/17,11/6/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 15 NORTHERN BLVD GREENVALE, NY 11548-1320",27072,1/3/05,1/3/05,3/24/06,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1490 MADISON AVENUE NEW YORK, NY 10029-4502",27149,2/28/05,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1275 BOSTON POST ROAD LARCHMONT, NY 10538-3901",27199,3/4/05,3/4/05,3/9/07,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 180-202 MCLEAN AVE. YONKERS, NY 10705-0000",27316,6/2/05,1/1/11,11/18/10,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"315 NORTH END AVE NEW YORK, NY 10282-1023",27469,8/25/05,1/1/20,12/31/22,,58978,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 300 WEST 135TH ST. NEW YORK, NY 10030-0000",27495,9/1/05,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 425 PARK AVE NEW YORK, NY 10022-0000",27514,9/20/05,1/1/14,3/19/15,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"4234 BRONX BLVD BRONX, NY 10466-2611",27695,1/24/06,1/1/14,3/3/16,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"144 BLEECKER STREET NEW YORK, NY 10012-0000",27768,3/10/06,1/1/17,6/27/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 250 W. 57TH ST. NEW YORK, NY 10107-0000",27769,3/10/06,1/1/20,5/7/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"9121 QUEENS BLVD ELMHURST, NY 11373-0000",27872,5/26/06,1/1/14,6/30/16,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"315 W 23RD ST NEW YORK, NY 10011-2247",27961,7/5/06,1/1/17,11/6/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 46 THIRD AVE. NEW YORK, NY 10003-5504",28121,10/26/06,1/1/20,3/2/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"771 8TH AVE NEW YORK, NY 10036-0000",28257,2/5/07,1/1/20,5/29/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"1637 YORK AVE NEW YORK, NY 10028-6545",28491,6/29/07,1/1/20,5/14/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"619 9TH AVE NEW YORK, NY 10036-0000",28514,9/5/07,1/1/20,12/2/21,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 10 UNION SQUARE EAST SUITE 2050 NEW YORK, NY 10003-3314",28673,11/16/07,1/1/20,1/6/21,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 1356 LEXINGTON AVE. NEW YORK, NY 10128-0000",28826,2/11/08,1/1/20,3/10/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 352 GREENWICH ST. NEW YORK, NY 10013-0000",28834,2/25/08,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 893 MANHATTAN AVE BROOKLYN, NY 11222-0000",28992,6/4/08,1/1/20,8/31/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 325 COLUMBUS AVE NEW YORK, NY 10023-0000",29093,8/21/08,1/1/17,11/5/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 5008 5TH AVENUE BROOKLYN, NY 11220-0000",29111,8/28/08,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 459 BROADWAY NEW YORK, NY 10013-0000",29144,9/11/08,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,,"1235 LEXINGTON AVE NEW YORK, NY 10028-0000",29238,11/26/08,1/1/20,12/31/22,,64577,,,
PHARMACY,DUANE READE,,"17 JOHN ST NEW YORK, NY 10038-0000",29253,12/18/08,1/1/20,12/31/22,,45840,,,
PHARMACY,DUANE READE,,"3506 BROADWAY ASTORIA, NY 11106-0000",29296,1/13/09,1/1/20,12/31/22,,47926,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 568 W 125TH ST NEW YORK, NY 10027-3407",29407,3/13/09,1/1/20,12/31/22,,,Type :  PHARMACY             Legal Name :  DUANE READE                                        Trade Name :  Street Address :   C/O PHARMACY,,
PHARMACY,DUANE READE,,"C/O PHARMACY 40-02 BROADWAY ASTORIA, NY 11103-0000",29440,4/7/09,1/1/17,10/14/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"163-30 CROSS BAY BLVD. HOWARD BEACH, NY 11414-0000",29550,6/24/09,6/1/12,12/6/12,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"1350 BROADWAY NEW YORK, NY 10018-0000",29754,9/15/09,1/1/20,12/31/22,,45200,,,
PHARMACY,DUANE READE,,"164 KENT AVE BROOKLYN, NY 11249-0000",29755,8/24/09,1/1/20,12/31/22,,61746,,,
PHARMACY,DUANE READE,,"41-61 KISSENA BLVD FLUSHING, NY 11355-0000",29871,11/9/09,1/1/14,5/29/14,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"131 8TH AVE. NEW YORK, NY 10011-0000",29946,1/20/10,1/1/17,11/6/19,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"455 WEST 37TH ST. NEW YORK, NY 10018-0000",30360,9/20/10,1/1/20,12/31/22,,54274,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 3225 THIRD AVENUE BRONX, NY 10451-0000",30526,1/14/11,1/1/17,2/28/17,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"C/O PHARMACY 2069 BROADWAY NEW YORK, NY 10023-0000",30557,1/14/11,1/1/20,12/31/22,,,,,
PHARMACY,DUANE READE,MELROSE PHARMACY,"666 COURTLANDT AVE BRONX, NY 10451-0000",30630,4/26/11,1/1/20,11/18/20,DISCONTINUED,,,,
PHARMACY,DUANE READE,,"1111 THIRD AVE. NEW YORK, NY 10065-0000",30722,6/10/11,1/1/20,12/31/22,,44453,,,
PHARMACY,DUANE READE,,"1550 3RD AVE. NEW YORK, NY 10128-0000",30755,7/1/11,1/1/17,11/6/19,DISCONTINUED,,,,
